title,thumbnails,description,viewCount_channel,subscriberCount_channel,viewCount_video,likeCount_video,class
"The Postcode Wars: Street gangs, drugs and organised crime | Four Corners",https://i.ytimg.com/vi/nQcqdBwAjR0/hqdefault.jpg,"A brutal conflict is playing out on the streets of Sydney, and the battle lines are drawn between postcodes. Teens from across the ...",640587849,1460000,1579707,9243,crime
3 things to know BEFORE becoming a crime scene cleaner,https://i.ytimg.com/vi/hQcLVPX-uH0/hqdefault.jpg,,494025313,2000000,1490576,87155,crime
"Gypsy Rose Blanchard: Abuse, Manipulation, and Murder | Prime Crime | A&amp;E",https://i.ytimg.com/vi/aMB4capCeY8/hqdefault.jpg,"The case of abuse, manipulation, and murder that is hard to believe. #PrimeCrime Subscribe to the Law&Crime Network for more ...",6714231893,10300000,325066,3795,crime
Sold by Her Mother | The Heartbreaking Story of Kamarie Holland (True Crime Documentary),https://i.ytimg.com/vi/Jqj2770kI44/hqdefault.jpg,Kamarie Holland was 5 years old when she was reported missing by her mother Kristy Siple (Kristy Hoskins). The next 24 hours ...,3570966370,5630000,3968644,86505,crime
"Crime Patrol Dial 100 - Ep 722 - Full Episode - 27th February, 2018",https://i.ytimg.com/vi/8YMLZwyFQpg/hqdefault.jpg,Click here to subscribe to SonyLIV : http://www.sonyliv.com/signin Click here to watch full episodes of Crime Patrol Dial 100: ...,159027229648,168000000,3843342,16663,crime
Crime Patrol Satark Season 2 | A Dreadful Case Of Fake Marriage | Full Episode | A World Of Crimes,https://i.ytimg.com/vi/_5WqtRkXnsU/hqdefault.jpg,"Despite being so educated, there are still people in our society who put many conditions before getting married. One of these is ...",159027229648,168000000,5503807,27022,crime
"Crime in the City full episode: August 14, 2023",https://i.ytimg.com/vi/pswkLMczkhU/hqdefault.jpg,"A look at some of the more notable crimes across the New York City area this week, including an arrest in the hate-crime murder ...",360950378,508000,33978,523,crime
How Many Gloves I Go Through as a Crime Scene Cleaner!,https://i.ytimg.com/vi/NdmHNMODh4E/hqdefault.jpg,,494025313,2000000,19711367,1067088,crime
Teacher और Student ने मिलकर क्यों Fake किया एक Crime? | Crime Patrol | Full Episode,https://i.ytimg.com/vi/VsqlWD3s2Zs/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,1969,27,crime
Real Estate Agent Turned Serial Killer: Todd Kohlhepp | World’s Most Evil Killers | Real Crime,https://i.ytimg.com/vi/NMqK0YYiR_o/hqdefault.jpg,A chilling profile of the vicious serial killer who claimed the lives of at least seven innocent people between 2003 and 2016.,330171310,1490000,573701,6286,crime
A Puzzle Of Innocence And Desires | Crime Patrol | Inspector Series | Full Episode | 9 May 2023,https://i.ytimg.com/vi/nmIx34fbRbQ/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 In ...,159027229648,168000000,1023971,7425,crime
Love Affair का एक दिल दहलाने वाला Case | Crime Patrol|क्राइम पेट्रोल| Inspector Series| Full Episode,https://i.ytimg.com/vi/UZV07Ur_1-0/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,3916110,25505,crime
Insurance Fraud को Police कैसे करेगी Expose? | Crime Patrol 2.0 | State Cases,https://i.ytimg.com/vi/E0DMPdqiStQ/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,2956859,18325,crime
The Unbelievable Betrayal! The Heartbreaking Case of Suzanne Morphew! True Crime Documentary.,https://i.ytimg.com/vi/WW-u6v9oC74/hqdefault.jpg,"On September 22, 2023, Suzanne Morphew's remains were discovered, three years after her sudden disappearance on May 10, ...",2691732,20700,555002,5672,crime
The Girl On The Train! | Crime Patrol | Inspector Series,https://i.ytimg.com/vi/wFjbzLMqeNE/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,7105309,54149,crime
Family&#39;s Crime | Crime Patrol 2.0 - Ep 100 | Full Episode | 22 July 2022,https://i.ytimg.com/vi/1ckP2uc99GQ/hqdefault.jpg,"In Bhayander, the police discover a corpse in a cold-blooded state. They find out the identity of the corpse. It is a young girl named ...",159027229648,168000000,716915,5241,crime
छोटी उम्र में बड़ी Responsibility सँभालने का भार | Crime Patrol | Full Episode | Best Of Crime Patrol,https://i.ytimg.com/vi/XyLTTNdiQbw/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,1057609,4224,crime
Who Are The Ireland’s Most Terrifying Gangsters? | Real Stories True Crime Documentary,https://i.ytimg.com/vi/GLHYGXgsJNo/hqdefault.jpg,Best selling true crime author Bernard O'Mahoney returns to his home country to shine a light on the Irish underworld.,1165519493,6220000,1493790,6837,crime
Lawyer Murdered by Jealous Ex-Girlfriend Raging over Date with Beauty Queen (Prime Crime),https://i.ytimg.com/vi/w-P8k4utIRA/hqdefault.jpg,"This episode of Prime Crime with Jesse Weber dives deep into the story of Shayna Hubers, the woman convicted of murdering her ...",3570966370,5630000,549240,8979,crime
4 दोस्तों ने क्यों शुरु किया &#39;Pickpocketing&#39; का धंधा? | Crime Patrol | Greed,https://i.ytimg.com/vi/WiE6Z0cWtrA/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,50244,294,crime
Addiction | Crime Patrol 48 Hours | Ep 58 | Full Episode | 9 Jan 2024,https://i.ytimg.com/vi/F5_3tXQYD7g/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,828842,6985,crime
Husband killed in mineshaft with wife still missing in unsolved outback crime | Under Investigation,https://i.ytimg.com/vi/AESMMb3K4RA/hqdefault.jpg,Subscribe here: http://9Soci.al/chmP50wA97J Full Episodes: https://www.9now.com.au/under-investigation | Man in the Hole ...,2083414963,5530000,1391724,14729,crime
Eating Lunch While Cleaning Crime Scenes,https://i.ytimg.com/vi/Oyjsk5nwjzg/hqdefault.jpg,,494025313,2000000,1235265,60924,crime
"Crime Patrol Satark Season 2 - An Abducted Girl - Ep 465 - Full Episode - 26th July, 2021",https://i.ytimg.com/vi/C5hO8UcHvtw/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,11134081,63735,crime
Crime,https://i.ytimg.com/vi/lXhtOYWjoH4/hqdefault.jpg,Provided to YouTube by SS Records Crime · Sidhu Yield Crime ℗ SS Records Released on: 2023-09-08 Composer: Sidhu Yield ...,5491885,7540,430816,7382,crime
Italians reacting to food crime #shorts,https://i.ytimg.com/vi/xY6GKCumu8U/hqdefault.jpg,"Ciao! We are Matteo and Emiliano. We are two Italian best friends, musicians, and content creators! Follow us for more content!",8532825104,6960000,77662187,1913423,crime
City Crime | Crime Patrol | The Flute Man | Port Blair | Full Episode,https://i.ytimg.com/vi/ldBGqs4ecjY/hqdefault.jpg,Click here to Subscribe to SET India Channel: https://www.youtube.com/user/setindia?sub_confirmation=1 Watch special ...,159027229648,168000000,9971838,80254,crime
"Crime Patrol Satark Season 2 - Ep 349 - Full Episode - 23rd February, 2021",https://i.ytimg.com/vi/eyRKRsGIu0c/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,5353944,35349,crime
"Crime Patrol Dial 100 - Ep 792 - Full Episode - 5th June, 2018",https://i.ytimg.com/vi/2F0qRI_U_ls/hqdefault.jpg,Click here to subscribe to SonyLIV : http://www.sonyliv.com/signin Click here to watch full episodes of Crime Patrol Dial 100: ...,159027229648,168000000,11157221,49481,crime
Squared Planning - Part 2 | Crime Patrol Satark | Full Episode,https://i.ytimg.com/vi/WVWQPLgyWAA/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,2067637,19357,crime
Lady Officer | The Unfortunate Fast Paced Life&#39;s Struggles! | Crime Patrol | 3 Mar 2023,https://i.ytimg.com/vi/ubZ5wLMSXmc/hqdefault.jpg,Crime series that will give you literal spine chills and cases turning out to be unbelievably true. From attacking innocents to ...,13015112719,24600000,3510613,25706,crime
The Most WTF Murder Case Ever,https://i.ytimg.com/vi/vvM7AX00Nss/hqdefault.jpg,The case of Steven and Katie Pladl is one of the most tragic stories in true crime. #StevenPladl #beyondevil #truecrime.,20655985,164000,1020556,32554,crime
UNE RENCONTRE INTERNET QUI VIRE AU MEURTRE ⚠️ | Sur la scène du Crime | Épisode entier,https://i.ytimg.com/vi/gP3QioAcIM0/hqdefault.jpg,"Abonnez-vous à Crime District : https://www.youtube.com/c/CrimeDistrict?sub_confirmation=1 Crime District, c'est chaque ...",14796633,104000,127674,1433,crime
Crime Patrol - ক্রাইম প্যাট্রোল (Bengali) - Ep 516 - Fear,https://i.ytimg.com/vi/5VfvCfqWDgk/hqdefault.jpg,"Komal Chandel is a young girl, who hears terrorizing voices of her family members from behind the doors of her house. She not ...",16322736782,22200000,4121289,15836,crime
Crime Patrol | The Desperation For Money | Justice For Women | Full Episode,https://i.ytimg.com/vi/eazaHal_F7U/hqdefault.jpg,Click here to Subscribe to SetIndia Channel: https://www.youtube.com/user/setindia?sub_confirmation=1 Click to watch all the ...,159027229648,168000000,1609695,14799,crime
she solved her own murder,https://i.ytimg.com/vi/rReX85C2IT4/hqdefault.jpg,"hey it's me gabe (@gabesweats) from tiktok! in this video, i go over a woman that solved her own murder. make sure to subscribe ...",1204570218,2270000,4747565,428909,crime
My first crime scene clean up #shorts,https://i.ytimg.com/vi/BS5daH4N1aM/hqdefault.jpg,shorts #cleaning #spauldingdecon #crimescenecleaning #cleanup #decomp #crimescene #maggots #biohazard.,161854812,1360000,917773,55469,crime
City Crime | Crime Patrol | चालक कातिल | Uran | Full Episode,https://i.ytimg.com/vi/Lg1B2BDhWGI/hqdefault.jpg,Click here to Subscribe to SET India Channel: https://www.youtube.com/user/setindia?sub_confirmation=1 Watch special ...,159027229648,168000000,12556891,65615,crime
Crime Patrol Satark Season 2 -क्राइम पेट्रोल सतर्क-Teenage Girl को परेशान किया -Ep 229 -Full Episode,https://i.ytimg.com/vi/xJaFjLIDLlo/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,7363935,44996,crime
Man Pauses Date To Kill A Scammer #crime #truecrime #shorts,https://i.ytimg.com/vi/9tweKunHnLs/hqdefault.jpg,Man Pauses Date To Kill A Scammer #crime #truecrime #documentary.,94333080,397000,43516,1750,crime
First Love और Legal Husband में फँसी एक Lady की कहानी | Crime Patrol | Digital Crimes,https://i.ytimg.com/vi/n_ZNtY--i_A/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,176385,1081,crime
The XXXTentacion Crime Scene Bodycam Footage is Heartbreaking,https://i.ytimg.com/vi/Dx5FuvH3iTw/hqdefault.jpg,SOCIALS ➤ https://hoo.be/camhaller PODCAST ➤ https://youtube.com/@thecufboyshow PATREON ...,421009554,2180000,371319,7497,crime
Serving Justice | Trapped In A Crisis! | Crime Patrol | 22 Feb 2023,https://i.ytimg.com/vi/8I2JlsJ4-x4/hqdefault.jpg,Crime series that will give you literal spine chills and cases turning out to be unbelievably true. From attacking innocents to ...,13015112719,24600000,2433024,17673,crime
Crime Patrol - क्राइम पेट्रोल सतर्क - Episode 458 - 16th January 2015,https://i.ytimg.com/vi/_WvjKgXlnXY/hqdefault.jpg,"""Crime Patrol coming back in its 4th season attempts to bring stories of crime happening all around the country. Crimes that tell us, ...",159027229648,168000000,33578622,110803,crime
UNE MÈRE ET SON FILS DISPARAISSENT ⚠️ | Sur la scène du Crime | Épisode entier,https://i.ytimg.com/vi/x6WjteApkcs/hqdefault.jpg,"Abonnez-vous à Crime District : https://www.youtube.com/c/CrimeDistrict?sub_confirmation=1 Crime District, c'est chaque ...",14796633,104000,35975,599,crime
When Justice Was Delayed | Crime Patrol | Inspector Series,https://i.ytimg.com/vi/TqCzahtjuYg/hqdefault.jpg,Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1 ...,159027229648,168000000,4767479,37242,crime
असलियत से अंजान | Crime Patrol | क्राइम पेट्रोल | Dastak,https://i.ytimg.com/vi/H1rPHb7xZ2I/hqdefault.jpg,Click here to Subscribe to LIV Crime: https://www.youtube.com/channel/UCzXpAx4v6rFLYXkJZ5nmSvQ?sub_confirmation=1 ...,13015112719,24600000,9318975,71424,crime
A Young Girl Overburdened By Ambition | Crime Patrol 2.0 | Ep 105 | Full Episode,https://i.ytimg.com/vi/VvxYaEqif4Q/hqdefault.jpg,We are aware of the mental pressure the UPSC aspirants go through in our country. A Young girl named Riya Karmakar from ...,13015112719,24600000,2602914,22072,crime
"Estudyante, paulit-ulit umanong inabuso ng sariling guro! (Full episode) | Pinoy Crime Stories",https://i.ytimg.com/vi/kVVG8L2Kr5U/hqdefault.jpg,"Aired (September 30, 2023): Isang estudyante ang paulit-ulit umanong inabuso at pinagsamantalahan. Ang sangkot sa krimen, ...",12664021336,22500000,2349567,16532,crime
City Crime | Crime Patrol | चालक कातिल | Uran | Full Episode,https://i.ytimg.com/vi/Lg1B2BDhWGI/hqdefault.jpg,Click here to Subscribe to SET India Channel: https://www.youtube.com/user/setindia?sub_confirmation=1 Watch special ...,159027229648,168000000,12556891,65615,crime
CRIME : IL DELITTO PERFETTO | Ep 1,https://i.ytimg.com/vi/1HCjHcUgMUM/hqdefault.jpg,LA CASA DEL PAZZO è in libreria!!! ordinalo subito!!! AMAZON: https://amzn.to/30zGZ0E SCARICA LA NOSTRA NUOVA APP ...,246654473,848000,578440,23323,crime
অত্যাচারী বউয়ের পরকীয়া সম্পর্ক | Crime World Bengali | Bangla Crime Alert | New Full Episode,https://i.ytimg.com/vi/2rcYPdDmTb0/hqdefault.jpg,ক্রাইম ওয়ার্ল্ড হল একটি বাংলা নৃসংকলন সিরিজ যাতে বাস্তব জীবনের ...,1069954317,3560000,274089,1391,crime
L&#39;ALLEMAND - L&#39;HEURE DU CRIME - CLIP OFFICIEL,https://i.ytimg.com/vi/KI11h07n-vI/hqdefault.jpg,"Voici mon 1er clip, L'HEURE DU CRIME #SUCEURDEBUZZ Je vous annonce mon 1er clip, de la MIXTAPE qui sortira en ...",168563739,304000,9088825,90414,crime
ক্রাইম এলার্ট | Crime Alert | Full Episode | বিয়ের নামে প্রতারণা l শুধুমাত্র Enterr10 বাংলা,https://i.ytimg.com/vi/xya2ba_mNWM/hqdefault.jpg,Subscribe to the Channel https://www.youtube.com/channel/UC4_ot3DUs7i0tCj2uwZrG6A ক্রাইম এলার্ট | Crime ...,1572110830,3130000,1178162,6014,crime
The Disturbing Case Of Angie Housman | True Crime | Mysterious 7,https://i.ytimg.com/vi/1VtoY3o48OE/hqdefault.jpg,Facebook Page: www.facebook.com/Mysterious7YT Instagram Handle: www.instagram.com/yt_mysterious7 The Disturbing Case ...,54377804,248000,330704,15050,crime
The Most Chilling Interrogation Ever Filmed,https://i.ytimg.com/vi/2yMl4rehkTE/hqdefault.jpg,The most CHILLING interrogation ever filmed... Watch the full documentary here: https://youtu.be/OoWSWlAX6Sk #shorts.,1027990790,4850000,1289637,32471,crime
Sade - Is It A Crime - Official - 1986,https://i.ytimg.com/vi/NYz8xs163YU/hqdefault.jpg,Sade – Is It A Crime Director - Brian Ward – January 1986 The official YouTube channel for the British iconic band Sade ...,1343713307,510000,29173559,223463,crime
Crime Patrol | The Desperation For Money | Justice For Women | Full Episode,https://i.ytimg.com/vi/eazaHal_F7U/hqdefault.jpg,Click here to Subscribe to SetIndia Channel: https://www.youtube.com/user/setindia?sub_confirmation=1 Click to watch all the ...,159027229648,168000000,1609695,14799,crime
ক্রাইম এলার্ট | Crime Alert | Full Episode | মেয়ের ভাসুর যখন স্বামী l শুধুমাত্র Enterr10 বাংলা,https://i.ytimg.com/vi/8SyLY6NXCWM/hqdefault.jpg,Subscribe to the Channel https://www.youtube.com/channel/UC4_ot3DUs7i0tCj2uwZrG6A ক্রাইম এলার্ট | Crime ...,1572110830,3130000,701699,2807,crime
TG Crime: Fanatico ReIigioso St3rm|na la Famiglia a Palermo + Riesumazione Liliana Resinovich,https://i.ytimg.com/vi/sbLLhdZ9LCg/hqdefault.jpg,"In questo TG Crime parleremo dei seguenti casi: 00:00:00 - Introduzione 00:00:57 - Indice delle Notizie di Oggi 00:03:12 - Paolo, ...",21587918,88400,28105,1041,crime
"Disrespecting the Quran is a crime in Russia, unlike in some other countries - Putin",https://i.ytimg.com/vi/ito9uuQ8xJE/hqdefault.jpg,The Quran is sacred for Muslims and should be sacred for others.” Russia's President Vladimir Putin was gifted a copy of the ...,1187561681,5500000,10876404,463145,crime
Cops Intimidate a Guy Who Refuses to ID and Try to Illegally Detain Him for a Lawful Activity,https://i.ytimg.com/vi/CVIee29q2tw/hqdefault.jpg,"This story shows the importance of understanding and respecting citizens' rights, especially in regard to the First Amendment.",73383982,159000,183107,13434,crime
A Cara do Crime &quot;NÓS INCOMODA&quot;- MC Poze do Rodo | Bielzin | PL Quest | MC Cabelinho (prod. Neobeats),https://i.ytimg.com/vi/2PRAiVs3MVc/hqdefault.jpg,Drop Mainstreet Records https://mainstreetrecords.com.br/ https://mainstreetrecords.com.br/ Ouça o #ACARADOCRIME em todas ...,2208507071,3820000,373855776,2905394,crime
"Crime (ক্রাইম) - The Dark Side | New Bengali Movie | Debmoy, Arpita, Mousumi Saha",https://i.ytimg.com/vi/IEayZeceV2c/hqdefault.jpg,"Watch the New Bengali Action Movie “Crime : ক্রাইম” বাংলা সিনেমা, Directed by Rajib Kumar, starring Debmoy, ...",119621652,685000,2144245,23276,crime
JAMES BULGER: IL CRIMINE PIÙ EFFERATO DI TUTTI I TEMPI,https://i.ytimg.com/vi/B0pmUa2suJU/hqdefault.jpg,Ottieni cashback facendo shopping online tramite Letyshops! https://letyshops.onelink.me/tO7s/etc1 Scarica l'estensione per ...,159436757,1010000,1623912,59178,crime
Husband killed in mineshaft with wife still missing in unsolved outback crime | Under Investigation,https://i.ytimg.com/vi/AESMMb3K4RA/hqdefault.jpg,Subscribe here: http://9Soci.al/chmP50wA97J Full Episodes: https://www.9now.com.au/under-investigation | Man in the Hole ...,2083414963,5530000,1391724,14729,crime
she solved her own murder,https://i.ytimg.com/vi/rReX85C2IT4/hqdefault.jpg,"hey it's me gabe (@gabesweats) from tiktok! in this video, i go over a woman that solved her own murder. make sure to subscribe ...",1204570218,2270000,4747565,428909,crime
"Crime, Fentanyl and Exodus: The Crisis That Is Devastating San Francisco",https://i.ytimg.com/vi/9Y7NO9lgDuU/hqdefault.jpg,Join the VisualPolitik community and support us on Patreon: https://www.patreon.com/VisualPolitik It's the city of the iconic Golden ...,84298665,1360000,582931,10771,crime
Mastikhor Aunty | Crime Files - FULL EPISODE | नई कहानी | Ravi Kishan | Ishara TV,https://i.ytimg.com/vi/O8YfsOYoFeE/hqdefault.jpg,Meena apne pati se pyaar nahi karti. Woh abhi bhi apne ex-boyfriend Naveen se pyaar karti hai. Naveen Sheela ke bhase mein ...,175525691,638000,991029,5475,crime
Crime Patrol - क्राइम पेट्रोल सतर्क - Episode 458 - 16th January 2015,https://i.ytimg.com/vi/_WvjKgXlnXY/hqdefault.jpg,"""Crime Patrol coming back in its 4th season attempts to bring stories of crime happening all around the country. Crimes that tell us, ...",159027229648,168000000,33578622,110803,crime
Police हुए एक संकी Criminal के Crazy Affection से हैरान | Crime Patrol Satark S2 | Full Episode,https://i.ytimg.com/vi/U4nD2oa8XmQ/hqdefault.jpg,Click here to Subscribe to LIV Crime: https://www.youtube.com/channel/UCzXpAx4v6rFLYXkJZ5nmSvQ?sub_confirmation=1 ...,13015112719,24600000,5218,156,crime
"Videos Show Teen Accused of Trashing Baby Rushing to Bathroom, Staff Detailing Gruesome Crime Scene",https://i.ytimg.com/vi/7pameosvFg0/hqdefault.jpg,Newly released security footage shows Alexee Trevizo running into a New Mexico hospital bathroom before giving birth to a baby ...,3570966370,5630000,3287150,41010,crime
Was this a hate crime? 😂😂#comedy #standup #standupcomedy #mutecomedian #funny,https://i.ytimg.com/vi/5WnrRK6zcEs/hqdefault.jpg,,42011197,111000,24047,2162,crime
Crime Zone,https://yt3.ggpht.com/ytc/AIf8zZS6jEPkhjwzzuFtydZPQlHiVcFn1mmV1OFpzKw=s800-c-k-c0xffffffff-no-rj-mo,"Crime Zone brings a unique mix of in-depth stories, news, and reviews to the true crime genre. Our series ""Crime Zone ...",55438865,359000,,,crime
প্রেমের প্রস্তাব ফিরিয়ে দেয়ায় নৃশংসভাবে হত্যা! | Crime Scene | EP 120,https://i.ytimg.com/vi/7xuvo3FN9EQ/hqdefault.jpg,প্রেমের প্রস্তাব ফিরিয়ে দেয়ায় নৃশংসভাবে হত্যা! | Crime Scene | EP 120 ...,14350088900,16600000,773364,7782,crime
"Crime Patrol - क्राइम पेट्रोल सतर्क - Chakma - Episode 642 - 1st April, 2016",https://i.ytimg.com/vi/kbma5e_UwGc/hqdefault.jpg,Today's case started with double murder case mystery. Ashok Kadam and Pushkar Patel got murdered mysteriously within a ...,159027229648,168000000,7617573,29754,crime
অবিবাহিতা মহিলার চাহিদা মেটাবে কে ? | Crime World - Lovely Ji | Full Episode | Bangla Crime Serial,https://i.ytimg.com/vi/0hPIrwQUtdM/hqdefault.jpg,ক্রাইম ওয়ার্ল্ড হল একটি বাংলা নৃসংকলন সিরিজ যাতে বাস্তব জীবনের ...,1069954317,3560000,2371188,8337,crime
Best Of Crime Patrol - Missing College Girl - Full Episode,https://i.ytimg.com/vi/FXjPP0et8Zk/hqdefault.jpg,Click here to Subscribe to SET India Channel: https://www.youtube.com/user/setindia?sub_confirmation=1 Click to watch all the ...,159027229648,168000000,21790893,132958,crime
ELEVATOR CRIME STORY 👮‍♂️🚨,https://i.ytimg.com/vi/95XcJMLrkqQ/hqdefault.jpg,"Hey Alan Army, this is Alan Chikin Chow! This video is called Elevator Crime Story. Did you expect that?? #Shorts POLICE ...",34398227833,37400000,158465341,3849768,crime
Auf den Spuren eines Kindermörders | (Folge 1/3) | CrimeTime | (S02/E01),https://i.ytimg.com/vi/EL1uwPfClJo/hqdefault.jpg,"In der Mediathek sind alle Folgen: https://1.ard.de/crimetime3?p=yt In Crime Time erzählen Staatsanwaltschaft, Polizei und ...",413678096,504000,2111364,10482,crime
Lalchi Sasural | Crime World New Episode | Crime Se Alert Stories | Shemaroo Tv,https://i.ytimg.com/vi/PWDcstIGE64/hqdefault.jpg,Crime World यह शो वास्तविक जीवन के अपराध के मामलों के नाटकीय पुन: ...,3580088763,7930000,4716807,15694,crime
एक Hardworking Woman का कैसे हुआ ‘Khaufnaak’ अंत? | Crime Patrol | Special Crime Unit,https://i.ytimg.com/vi/TqPimr9fe28/hqdefault.jpg,"Show Name: Crime Patrol 2.0 Episode: 212 Producer: Anup Soni, Shamael Khan #CrimePatrol2.0 #CP2.0 ...",13015112719,24600000,10320920,59446,crime
"Crime Patrol - क्राइम पेट्रोल सतर्क - Belagaam- Episode 732 - 5th November, 2016",https://i.ytimg.com/vi/vBYNbmrhD3k/hqdefault.jpg,Four goons intrude into Shobha's house for burglary. They attack Shobha's husband and father-in-law before stealing valuables ...,159027229648,168000000,20526490,48794,crime
Auf den Spuren einer Serienmörderin | CrimeTime | Fall 1 | (S01/E01),https://i.ytimg.com/vi/EaNYkE25Msw/hqdefault.jpg,Die neue Staffel Crime Time auf den Spuren der Kettensägen-Frau findet ihr hier: https://1.ard.de/crimetime3?p=yt In einer ...,413678096,504000,2898738,12272,crime
Crime Patrol - ক্রাইম প্যাট্রোল (Bengali) - Ep 381 - Lost Daughters (Part-1),https://i.ytimg.com/vi/pOkWh38p_FI/hqdefault.jpg,"In this episode of Crime Patrol, we will get to know about a case a human trafficking and the nexus behind this heinous crime.",16322736782,22200000,2520987,10307,crime
Geassassin - Crime (Video Oficial),https://i.ytimg.com/vi/IxL00kzvAPY/hqdefault.jpg,Sigue a Geassassin en todas sus redes: Spotify: https://spoti.fi/3RrKlsC Apple Music: https://apple.co/3HmMUYo Instagram: ...,28049180,145000,139312,2767,crime
"Crime Patrol - क्राइम पेट्रोल सतर्क - Target -  Episode 731 - 4th November, 2016",https://i.ytimg.com/vi/GHIiDry7tao/hqdefault.jpg,"In today's episode of Crime Patrol, we present to you the investigation of a murder case from Maharashtra. Jatin, Shalini, Ashraf ...",159027229648,168000000,44187442,114360,crime
"Crime Patrol Dial 100 - Ep 722 - Full Episode - 27th February, 2018",https://i.ytimg.com/vi/8YMLZwyFQpg/hqdefault.jpg,Click here to subscribe to SonyLIV : http://www.sonyliv.com/signin Click here to watch full episodes of Crime Patrol Dial 100: ...,159027229648,168000000,3843342,16663,crime
"Crime Patrol Dial 100 - क्राइम पेट्रोल - Apaharan - Episode 79 - 24th January, 2016",https://i.ytimg.com/vi/scdDZOjOLAM/hqdefault.jpg,"In this episode of Crime Patrol Dial 100, we will get to know about a devastating case of a teenager girl in a Maoist dominated ...",159027229648,168000000,100341135,252080,crime
নিজের স্ত্রীর পরকীয়ার ভিডিও করলো স্বামী | Crime World - Sazza | Full Episode | Crime Story,https://i.ytimg.com/vi/1yJa9GyPHws/hqdefault.jpg,ক্রাইম ওয়ার্ল্ড হল একটি বাংলা নৃসংকলন সিরিজ যাতে বাস্তব জীবনের ...,1069954317,3560000,177089,848,crime
"Crime Patrol - क्राइम पेट्रोल सतर्क - Chukta - Episode 716 - 30th September, 2016",https://i.ytimg.com/vi/VcSjw95LZ_A/hqdefault.jpg,"In Today's episode, we present to you the investigation of a double murder case from Maharashtra. The police notice Prakash and ...",159027229648,168000000,10004556,29371,crime
Jaal | Crime Patrol Dial 100 | Ep 103 | Full Episode | 18 June 2023,https://i.ytimg.com/vi/3U452TXJVg4/hqdefault.jpg,Click here to Subscribe to SONY AATH Channel: ...,16322736782,22200000,942541,5990,crime
"Crime Patrol - क्राइम पेट्रोल सतर्क - Ep 829 - Murder At Midnight - 14th July, 2017",https://i.ytimg.com/vi/9dvl30zY0zQ/hqdefault.jpg,Click here to Subscribe to SetIndia Channel : https://www.youtube.com/user/setindia?sub_confirmation=1 Click to watch all the ...,159027229648,168000000,27968782,58377,crime
"À 17 ans, son fils a commis un crime - Ça commence aujourd&#39;hui",https://i.ytimg.com/vi/j_16s6CyDnI/hqdefault.jpg,Retrouvez les intégrales de l'émission sur FranceTV : https://www.france.tv/france-2/ca-commence-aujourd-hui/ Derrière chaque ...,841566225,1510000,3016344,22643,crime
CRIME - Wędrowiec Prod. Veysigz,https://i.ytimg.com/vi/GoXaSmbk-aI/hqdefault.jpg,"TiW Music prezentuje pierwszy singiel z nadchodzącej płyty CRIME pt. ""Każdy z nas"" ! Rap: Capone, Kacpero Muzyka: Veysigz ...",352755888,468000,42807,1373,crime
